SEASON,EPISODE,TITLE,GUEST_PAINTER,ALIZARIN_CRIMSON,BLACK_GESSO,BRIGHT_RED,BURNT_UMBER,CADMIUM_YELLOW,DARK_SIENNA,INDIAN_RED,INDIAN_YELLOW,LIQUID_BLACK,LIQUID_CLEAR,MIDNIGHT_BLACK ,PHTHALO_BLUE,PHTHALO_GREEN ,PRUSSIAN_BLUE,SAP_GREEN,TITANIUM_WHITE,VAN_DYKE_BROWN,YELLOW_OCHRE,IMAGE,YOUTUBE,APPLE_FRAME,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CIRCLE_FRAME,CIRRUS,CLIFF,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,DIANE_ANDRE,DOCK,DOUBLE_OVAL_FRAME,FARM,FENCE,FIRE,FLORIDA_FRAME,FLOWERS,FOG,FRAMED,GRASS,GUEST,HALF_CIRCLE_FRAME,HALF_OVAL_FRAME,HILLS,LAKE,LAKES,LIGHTHOUSE,MILL,MOON,MOUNTAIN,MOUNTAINS,NIGHT,OCEAN,OVAL_FRAME,PALM_TREES,PATH,PERSON,PORTRAIT,RECTANGLE_3D_FRAME,RECTANGULAR_FRAME,RIVER,ROCKS,SEASHELL_FRAME,SNOW,SNOWY_MOUNTAIN,SPLIT_FRAME,STEVE_ROSS,STRUCTURE,SUN,TOMB_FRAME,TREE,TREES,TRIPLE_FRAME,WATERFALL,WAVES,WINDMILL,WINDOW_FRAME,WINTER,WOOD_FRAMED
5,4,Winter Stillness,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,http://twoinchbrush.com/images/painting233.png,https://youtu.be/qg9c1SqdRko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
5,5,Quiet Pond,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting234.png,https://youtu.be/aiK9xOIJtV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,6,Ocean Sunrise,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,http://twoinchbrush.com/images/painting235.png,https://youtu.be/u0Bz6TNUK1Q,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,7,Bubbling Brook,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting236.png,https://youtu.be/LiKCzeqn-kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,8,Arizona Splendor,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting237.png,https://youtu.be/spFwCh2616s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,9,Anatomy of a Wave,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,http://twoinchbrush.com/images/painting238.png,https://youtu.be/DFQlu6eqrBo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,10,The Windmill,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting239.png,https://youtu.be/xj8xsTSkbUk,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5,11,Autumn Glory,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,http://twoinchbrush.com/images/painting240.png,https://youtu.be/yTzlm_t0RmY,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,12,Indian Girl,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,http://twoinchbrush.com/images/painting241.png,https://youtu.be/2uXMx8Kjs8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,Meadow Stream,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting242.png,https://youtu.be/87MMbN1bQCs,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
6,1,Blue River,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting217.png,https://youtu.be/LygUyAb78oY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,2,Nature's Edge,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting218.png,https://youtu.be/Bcqyzo85A1o,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
6,3,Morning Mist,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting219.png,https://youtu.be/wbZreRaE74k,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,4,Whispering Stream,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting220.png,https://youtu.be/QglIjlqsUdU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,5,Secluded Forest,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting221.png,https://youtu.be/USkduOfwJok,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,6,Snow Trail,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,http://twoinchbrush.com/images/painting222.png,https://youtu.be/n9EsFFtwZnE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,7,Arctic Beauty,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting223.png,https://youtu.be/UQ-RTZCOQn0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
6,8,Horizons West,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,http://twoinchbrush.com/images/painting224.png,https://youtu.be/m6UM-rN2D6s,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,9,High Chateau,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting225.png,https://youtu.be/dafH8ks9Zww,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,10,Country Life,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting226.png,https://youtu.be/j8Jf7QVKLgQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,Western Expanse,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting227.png,https://youtu.be/MTInkV5ODjk,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,12,Marshlands ,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting228.png,https://youtu.be/Ugiwi8uizpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,13,Blaze of Color,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting229.png,https://youtu.be/se7wOprxRGs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,1,Winter Cabin,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,http://twoinchbrush.com/images/painting203.png,https://youtu.be/kdlHV6ceI_gw,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7,2,Secluded Lake,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting204.png,https://youtu.be/2OxSJcFvpoU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,3,Evergreens at Sunset,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,http://twoinchbrush.com/images/painting205.png,https://youtu.be/YQPEy3hYGo8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
7,4,Mountain Cabin,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting206.png,https://youtu.be/E3IAMvO8GyM,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
7,5,Portrait of Sally,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,http://twoinchbrush.com/images/painting208.png,https://youtu.be/MHJB0IBnuD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Misty Waterfall,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting209.png,https://youtu.be/530_cVmexiI,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7,7,Barn at Sunset,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting210.png,https://youtu.be/WT6n0K2zGnA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
7,8,Mountain Splendor,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting211.png,https://youtu.be/GhOGZMpPUSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,9,Lake by Mountain,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting212.png,https://youtu.be/yAiYirlcq7o,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
7,10,Mountain Glory,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting213.png,https://youtu.be/0M9pwLHRR2c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,11,Grey Winter,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,http://twoinchbrush.com/images/painting214.png,https://youtu.be/sS-hNYgDUak,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
7,12,Dock Scene,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting215.png,https://youtu.be/4KYxkqlzyqM,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7,13,Dark Waterfall,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting216.png,https://youtu.be/VqMbL00eZqw,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
8,1,Misty Rolling Hills,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting190.png,https://youtu.be/cC5ozePVKGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,2,Lakeside Cabin,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting191.png,https://youtu.be/CP6_5cQVZvQ,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
8,3,Warm Winter Day,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting192.png,https://youtu.be/mUJoNLWQ1yI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
8,4,Waterside Way,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting193.png,https://youtu.be/uj5FE70BcB0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,5,Hunter's Haven,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting194.png,https://youtu.be/Da4SPyh1ATM,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
8,6,Bubbling Mountain Brook,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting195.png,https://youtu.be/U2_SKgM3f4A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,7,Winter Hideaway,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting196.png,https://youtu.be/19oz9XHZNzA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
8,8,Foot of the Mountain,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting197.png,https://youtu.be/cIUBUc_ITBc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,9,Majestic Pine,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting198.png,https://youtu.be/x5CoQj9zr-c,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,10,Cactus at Sunset,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,http://twoinchbrush.com/images/painting199.png,https://youtu.be/XBqD3QhKU24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,Mountain Range,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting200.png,https://youtu.be/V_l6olF3yHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
8,12,Lonely Retreat,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting201.png,https://youtu.be/qTDQt_PdlYc,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8,13,Northern Lights,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,http://twoinchbrush.com/images/painting202.png,https://youtu.be/vgbMONXc9Cs,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
9,1,Winter Evergreens,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting177.png,https://youtu.be/O6L5YPt9CeU,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
9,2,Surf's Up,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting178.png,https://youtu.be/ZKxFvyyOBPQ,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,3,Red Sunset,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting179.png,https://youtu.be/e5JhYi_G-l0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,4,Meadow Road,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting180.png,https://youtu.be/u5VT_WGM0kg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,5,Winter Oval,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,http://twoinchbrush.com/images/painting181.png,https://youtu.be/pYWiLm_-sXw,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
9,6,Secluded Beach,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting182.png,https://youtu.be/WGUcw_kFvzU,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,7,Forest Hills,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting183.png,https://youtu.be/E3XW_Zp238U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,8,Little House by the Road,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting184.png,https://youtu.be/3CDg_9gL-5M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
9,9,Mountain Path,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting185.png,https://youtu.be/e0VUprkc1n0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,10,Country Charm ,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting186.png,https://youtu.be/9wp8NRzCJnw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
